lang_pair,src_num_texts,src_num_tokens,src_num_segments,tgt_num_texts,tgt_num_tokens,tgt_num_segments,tot_num_tokens
ceb_Latn-deu_Latn,477031,4212387,396276,477031,4076387,318625,8288774
afr_Latn-run_Latn,538782,4257166,272816,538782,4022829,278870,8279995
fra_Latn-kon_Latn,500194,3858603,367872,500194,4410554,299201,8269157
nep_Deva-slv_Latn,300669,4115156,112218,300669,4045713,255843,8160869
ben_Beng-msa_Latn,482810,3964949,594280,482810,4173033,350405,8137982
guj_Gujr-mai_Deva,432850,3382656,283330,432850,4754518,75075,8137174
hrv_Latn-nep_Deva,302267,3970085,258257,302267,4132997,116399,8103082
nep_Deva-sqi_Latn,235659,3714047,106566,235659,4352056,224751,8066103
awa_Deva-guj_Gujr,253396,4915017,31075,253396,3149495,215262,8064512
hun_Latn-nep_Deva,304517,3884675,263964,304517,4175482,117866,8060157
bak_Cyrl-tat_Cyrl,456954,4112321,329148,456954,3889895,317439,8002216
zho_Hani-tha_Thai,1664731,1862629,1954110,1664731,6139022,410078,8001651
aze_Latn-pol_Latn,343465,3882306,277200,343465,4098626,278488,7980932
aze_Latn-bul_Cyrl,309181,3722341,263455,309181,4256574,269779,7978915
ewe_Latn-zul_Latn,344409,4881875,237042,344409,3043284,244906,7925159
eng_Latn-mni_Beng,490086,4209029,971669,490086,3715632,594752,7924661
nep_Deva-slk_Latn,280835,4000680,112799,280835,3850315,252791,7850995
lit_Latn-nep_Deva,282901,3619693,259698,282901,4107447,123283,7727140
aze_Latn-swe_Latn,284402,3614373,257600,284402,4086000,254661,7700373
cym_Latn-deu_Latn,354033,4063444,236865,354033,3615612,247308,7679056
aze_Latn-sqi_Latn,243408,3419959,213928,243408,4229982,198087,7649941
nep_Deva-nor_Latn,232646,3766966,99677,232646,3882792,230029,7649758
afr_Latn-nep_Deva,236497,3992916,216964,236497,3625450,100112,7618366
fij_Latn-mlg_Latn,298775,4405423,187858,298775,3175770,180097,7581193
deu_Latn-jav_Latn,823160,4542532,281093,823160,2991191,295909,7533723
ara_Arab-mlg_Latn,230706,3534623,222865,230706,3990738,226927,7525361
dan_Latn-tam_Taml,519138,4338847,382379,519138,3169189,377708,7508036
fra_Latn-kik_Latn,455327,3936950,368978,455327,3568515,288114,7505465
zho_Hani-mlg_Latn,545219,573483,874312,545219,6888941,858543,7462424
ewe_Latn-nya_Latn,285074,4177898,205085,285074,3254849,219221,7432747
fin_Latn-nep_Deva,298201,3328154,259129,298201,4073002,112219,7401156
hin_Deva-snd_Arab,476004,3365820,82041,476004,4023676,243000,7389496
deu_Latn-kaz_Cyrl,347842,3967743,285798,347842,3414617,274710,7382360
bel_Cyrl-swe_Latn,260550,4784045,205438,260550,2581128,169673,7365173
cat_Latn-nep_Deva,252491,4004295,233545,252491,3337178,112852,7341473
afr_Latn-twi_Latn,567497,3679368,217418,567497,3639486,189907,7318854
ara_Arab-cym_Latn,322405,3533317,211210,322405,3765281,216897,7298598
ful_Latn-swa_Latn,323956,3514657,268696,323956,3764546,273848,7279203
bho_Deva-tel_Telu,456504,4458762,114356,456504,2802447,411939,7261209
ara_Arab-diq_Latn,414649,3675231,237591,414649,3542235,226549,7217466
nep_Deva-ukr_Cyrl,288539,3639680,116528,288539,3508831,241904,7148511
isl_Latn-nep_Deva,234462,3581127,225958,234462,3546919,103892,7128046
dyu_Latn-fra_Latn,368809,3824036,268849,368809,3266771,291273,7090807
afr_Latn-lug_Latn,476946,3529201,204971,476946,3523584,238519,7052785
fra_Latn-wol_Latn,381202,3628349,252501,381202,3415395,226130,7043744
nep_Deva-tgl_Latn,188333,3113871,83508,188333,3903009,183442,7016880
zho_Hani-isl_Latn,778542,882651,943508,778542,6128787,689553,7011438
ben_Beng-bho_Deva,471967,2970488,565143,471967,3934651,93783,6905139
ewe_Latn-tso_Latn,237265,3340524,155202,237265,3561035,156429,6901559
awa_Deva-tel_Telu,412312,4293318,103547,412312,2578782,404430,6872100
nep_Deva-srp_Cyrl,207215,3493098,100261,207215,3375726,214156,6868824
aze_Latn-nor_Latn,253861,3259618,234663,253861,3609042,237414,6868660
aze_Latn-hun_Latn,306975,3351337,271758,306975,3489986,282187,6841323
hau_Latn-kin_Latn,340162,3932514,221653,340162,2908139,189401,6840653
nep_Deva-sin_Sinh,232772,3408472,133683,232772,3418268,228978,6826740
ban_Latn-eng_Latn,325020,3412733,323792,325020,3399394,690904,6812127
hin_Deva-mai_Deva,550238,3181851,64250,550238,3609611,79110,6791462
mar_Deva-nep_Deva,226595,3316349,245424,226595,3461241,101706,6777590
asm_Beng-hin_Deva,495686,3462720,651797,495686,3309873,88734,6772593
gle_Latn-nld_Latn,242798,4710857,24836,242798,2021113,133672,6731970
zho_Hani-cat_Latn,539452,728953,710365,539452,5951845,403252,6680798
ewe_Latn-sna_Latn,281234,3958887,190559,281234,2717553,203178,6676440
afr_Latn-orm_Latn,471648,3064189,251482,471648,3607502,310711,6671691
ful_Latn-som_Latn,240524,2632153,196970,240524,3974501,229608,6606654
bam_Latn-fra_Latn,311728,3530937,266394,311728,3063729,257157,6594666
ara_Arab-mya_Mymr,318525,3667688,249368,318525,2920164,170354,6587852
lav_Latn-nep_Deva,252492,3152694,220142,252492,3428214,110223,6580908
aze_Latn-hrv_Latn,279213,3140824,229699,279213,3420965,237753,6561789
aze_Latn-ukr_Cyrl,278570,3159073,237528,278570,3395755,241621,6554828
deu_Latn-glg_Latn,339217,3160942,289068,339217,3390228,273548,6551170
est_Latn-nep_Deva,260156,3008389,224568,260156,3534066,114436,6542455
aze_Latn-dan_Latn,249792,3057333,224611,249792,3482487,232344,6539820
ful_Latn-hau_Latn,269324,2822210,203117,269324,3708885,227483,6531095
awa_Deva-tam_Taml,388695,4134905,111560,388695,2329811,332110,6464716
amh_Ethi-deu_Latn,220439,2968987,134987,220439,3479413,202261,6448400
nep_Deva-urd_Arab,186499,2757511,97418,186499,3630377,161166,6387888
amh_Ethi-ara_Arab,235426,3042178,155818,235426,3325133,215556,6367311
ceb_Latn-ind_Latn,271058,3102834,241497,271058,3196873,215837,6299707
msa_Latn-nep_Deva,269808,3165957,193220,269808,3133699,102987,6299656
bho_Deva-guj_Gujr,324107,3745012,90681,324107,2504459,230983,6249471
mkd_Cyrl-nep_Deva,212496,3244320,193177,212496,2975892,107247,6220212
ara_Arab-ful_Latn,346129,2914266,245268,346129,3256316,292874,6170582
aym_Latn-spa_Latn,351564,2445682,238885,351564,3724606,282463,6170288
afr_Latn-tum_Latn,407213,3169143,183259,407213,2987960,208369,6157103
ben_Beng-mag_Deva,444693,2639796,542103,444693,3500210,56693,6140006
dyu_Latn-eng_Latn,286390,3317337,208079,286390,2777852,564839,6095189
urd_Arab-zho_Hani,310467,5723308,91484,310467,355108,498375,6078416
aze_Latn-ben_Beng,202640,2857525,192558,202640,3215113,325558,6072638
hin_Deva-pus_Arab,285383,2613653,46779,285383,3421179,164429,6034832
nep_Deva-tel_Telu,196101,3251310,104774,196101,2772114,202268,6023424
deu_Latn-ilo_Latn,402764,3106679,263307,402764,2902832,310993,6009511
aze_Latn-lit_Latn,224370,2915298,208413,224370,2987793,214692,5903091
cat_Latn-tam_Taml,425962,3417188,336851,425962,2442149,317786,5859337
aze_Latn-msa_Latn,184018,2680043,173412,184018,3133019,172425,5813062
awa_Deva-ben_Beng,376381,3401410,66392,376381,2409245,456971,5810655
mal_Mlym-nep_Deva,204114,2535255,207463,204114,3226052,104404,5761307
ara_Arab-mon_Cyrl,251510,2915765,184668,251510,2832335,197098,5748100
amh_Ethi-tso_Latn,243240,2139053,22240,243240,3583784,170996,5722837
ceb_Latn-pag_Latn,269382,2904069,152951,269382,2817438,155483,5721507
aze_Latn-lav_Latn,216560,2803976,194611,216560,2917126,200787,5721102
deu_Latn-kur_Arab,171009,2739464,175105,171009,2967602,146293,5707066
aze_Latn-cat_Latn,205031,2471969,182407,205031,3222865,184183,5694834
aze_Latn-slk_Latn,209343,2725514,192050,209343,2954706,196945,5680220
aze_Latn-fin_Latn,265062,2954769,235763,265062,2712355,240069,5667124
aze_Latn-est_Latn,222968,2859432,207770,222968,2751754,212566,5611186
aze_Latn-slv_Latn,198987,2671354,186183,198987,2938818,190551,5610172
bel_Cyrl-ell_Grek,203724,3505684,159573,203724,2097091,165842,5602775
amh_Ethi-tir_Ethi,290074,2657321,32304,290074,2916793,20152,5574114
fon_Latn-swa_Latn,260336,3414252,170221,260336,2140803,158825,5555055
fra_Latn-kmb_Latn,313818,2658090,231797,313818,2896346,206886,5554436
hau_Latn-tso_Latn,249890,2767747,146184,249890,2773421,122962,5541168
ben_Beng-san_Deva,459675,2929048,551726,459675,2597802,52176,5526850
ara_Arab-snd_Arab,168923,2719495,137637,168923,2801600,156747,5521095
ell_Grek-nep_Deva,221356,2848578,162670,221356,2661621,75316,5510199
deu_Latn-som_Latn,193282,2805850,155339,193282,2701531,145258,5507381
deu_Latn-tgk_Cyrl,246900,2778229,194430,246900,2725447,182338,5503676
fij_Latn-smo_Latn,183463,2658798,107898,183463,2827753,109134,5486551
bel_Cyrl-dan_Latn,201499,3357427,158962,201499,2118834,168763,5476261
amh_Ethi-ewe_Latn,237369,2134108,22976,237369,3291526,160530,5425634
deu_Latn-mon_Cyrl,245642,2737861,189157,245642,2666170,185977,5404031
afr_Latn-nso_Latn,408513,2426913,165960,408513,2963666,162403,5390579
afr_Latn-aze_Latn,170063,2953163,174108,170063,2433907,171086,5387070
hau_Latn-tsn_Latn,294957,2588479,156531,294957,2763458,131543,5351937
bho_Deva-mal_Mlym,358551,3355553,88372,358551,1976810,303198,5332363
aze_Latn-srp_Cyrl,175485,2509984,183385,175485,2793144,187494,5303128
awa_Deva-mal_Mlym,327327,3431005,76474,327327,1870807,304007,5301812
amh_Ethi-kin_Latn,295671,2389594,39976,295671,2901858,219585,5291452
hau_Latn-tum_Latn,260574,2995626,164408,260574,2293400,159162,5289026
aze_Latn-mkd_Cyrl,179909,2391478,167884,179909,2891067,169168,5282545
guj_Gujr-mag_Deva,289857,2074979,192274,289857,3204244,62665,5279223
ful_Latn-kin_Latn,219989,2608762,187460,219989,2655992,186941,5264754
bel_Cyrl-nep_Deva,188042,2594630,179936,188042,2669712,102438,5264342
aka_Latn-fra_Latn,309458,2880100,202758,309458,2384048,231796,5264148
bho_Deva-tam_Taml,361090,3272346,96706,361090,1984213,287044,5256559
aze_Latn-kat_Geor,188995,2464581,186077,188995,2758460,207106,5223041
ewe_Latn-xho_Latn,237280,3181814,154698,237280,2038946,160703,5220760
afr_Latn-fon_Latn,250233,2507647,163436,250233,2693327,161198,5200974
ara_Arab-wol_Latn,319786,2369338,158398,319786,2820506,173531,5189844
zho_Hani-ltz_Latn,533170,569833,891447,533170,4611177,420212,5181010
ewe_Latn-twi_Latn,215111,2659856,125131,215111,2503273,130376,5163129
asm_Beng-pan_Guru,275182,2512899,349220,275182,2635049,58612,5147948
asm_Beng-sin_Sinh,329991,2550202,410821,329991,2596781,278064,5146983
ful_Latn-nya_Latn,220799,2625961,191443,220799,2515477,194704,5141438
ara_Arab-glg_Latn,272499,2383502,158696,272499,2757295,217853,5140797
hau_Latn-run_Latn,261411,2972676,160462,261411,2158291,138204,5130967
nep_Deva-swa_Latn,141172,2488888,87549,141172,2630415,158881,5119303
ewe_Latn-tsn_Latn,227491,2371233,114154,227491,2744195,120461,5115428
bho_Deva-hin_Deva,356232,2843190,75844,356232,2260581,56105,5103771
fij_Latn-ilo_Latn,206477,2850714,124372,206477,2244991,127085,5095705
ara_Arab-khm_Khmr,352535,3052639,200419,352535,2032997,148358,5085636
hau_Latn-nld_Latn,232833,2653815,192396,232833,2430799,161380,5084614
ara_Arab-sun_Latn,173741,2543231,152204,173741,2522695,152888,5065926
amh_Ethi-tsn_Latn,267801,1821573,38249,267801,3234877,155562,5056450
bel_Cyrl-lit_Latn,178849,3334472,142061,178849,1703943,161176,5038415
afr_Latn-lin_Latn,346066,2409622,158328,346066,2604263,159520,5013885
ara_Arab-tgk_Cyrl,221383,2539467,157637,221383,2471999,158771,5011466
aze_Latn-hye_Armn,225726,2394165,185278,225726,2614389,128611,5008554
fra_Latn-ssw_Latn,348692,2977443,251626,348692,1999530,222521,4976973
crh_Latn-tat_Cyrl,501671,2517063,91531,501671,2453499,442468,4970562
bho_Deva-urd_Arab,245579,2380721,39113,245579,2587503,37469,4968224
awa_Deva-urd_Arab,227207,2436513,29116,227207,2517357,31525,4953870
amh_Ethi-run_Latn,251753,2221291,26004,251753,2650969,191367,4872260
amh_Ethi-tum_Latn,248037,2175629,27229,248037,2688558,186245,4864187
ewe_Latn-run_Latn,197221,2750835,134767,197221,2091314,140022,4842149
est_Latn-tam_Taml,378368,2620978,299453,378368,2201197,290536,4822175
eng_Latn-ber_Latn,185825,2307869,380557,185825,2503982,161176,4811851
ewe_Latn-hau_Latn,204798,2318243,112782,204798,2467916,132077,4786159
nep_Deva-tam_Taml,219296,2545826,102070,219296,2222033,180365,4767859
eng_Latn-uzb_Cyrl,193657,2580479,341920,193657,2183187,204068,4763666
ewe_Latn-kin_Latn,210280,2669794,133521,210280,2088891,141741,4758685
afr_Latn-luo_Latn,309255,2358513,157079,309255,2387725,175383,4746238
awa_Deva-nep_Deva,239123,2688318,40712,239123,2031594,21567,4719912
kat_Geor-nep_Deva,147047,2201670,175981,147047,2505060,100211,4706730
hin_Deva-mag_Deva,327968,2031172,44522,327968,2672985,59993,4704157
deu_Latn-nob_Latn,215470,2301925,159884,215470,2374996,150843,4676921
fij_Latn-jav_Latn,224840,2754378,147204,224840,1873796,146132,4628174
ara_Arab-uzb_Cyrl,162301,2362432,122550,162301,2244985,121006,4607417
aze_Latn-tgl_Latn,172638,1958874,140836,172638,2626484,143536,4585358
kor_Hang-nep_Deva,204574,2081994,137209,204574,2484149,72384,4566143
bho_Deva-kan_Knda,286621,2835113,64910,286621,1717964,228780,4553077
hau_Latn-twi_Latn,212470,2378539,129061,212470,2138392,115175,4516931
ewe_Latn-sot_Latn,188815,2117106,105450,188815,2385051,115520,4502157
fij_Latn-hin_Deva,277619,2686034,132340,277619,1806514,39109,4492548
aze_Latn-swa_Latn,154039,2123697,140778,154039,2329665,144140,4453362
amh_Ethi-twi_Latn,217554,1821378,23993,217554,2624552,147147,4445930
dyu_Latn-swa_Latn,242727,2628022,146382,242727,1812383,144478,4440405
bel_Cyrl-lav_Latn,134527,2497680,106301,134527,1896799,149186,4394479
aze_Latn-bel_Cyrl,152029,2079479,145448,152029,2257872,148812,4337351
mlg_Latn-nep_Deva,122918,2252707,140262,122918,2049080,81198,4301787
bel_Cyrl-est_Latn,160030,2815591,129562,160030,1458995,122971,4274586
eng_Latn-div_Thaa,99827,2192515,217794,99827,2070048,202533,4262563
deu_Latn-nds_Latn,213324,2068830,157065,213324,2186718,151604,4255548
deu_Latn-mya_Mymr,202558,2622395,173953,202558,1624978,78567,4247373
fij_Latn-mri_Latn,119675,2114399,78862,119675,2123330,75462,4237729
awa_Deva-kan_Knda,250180,2722520,59710,250180,1513784,214286,4236304
aze_Latn-kor_Hang,176882,2168638,161517,176882,2054888,154630,4223526
bho_Deva-nep_Deva,248341,2344206,47562,248341,1863962,22358,4208168
ewe_Latn-yor_Latn,166903,1949140,91600,166903,2185904,111879,4135044
bak_Cyrl-kir_Cyrl,227633,2215927,176122,227633,1910288,168674,4126215
guj_Gujr-san_Deva,276682,2165734,172997,276682,1956788,40311,4122522
ewe_Latn-tum_Latn,178376,2311610,112393,178376,1803703,121171,4115313
aze_Latn-ell_Grek,172897,1868243,142952,172897,2194185,144581,4062428
bho_Deva-mar_Deva,253778,2304068,55532,253778,1736699,182704,4040767
aze_Latn-isl_Latn,135063,1895437,132058,135063,2137068,135271,4032505
hye_Armn-nep_Deva,118478,1985132,100793,118478,2040476,76344,4025608
aze_Latn-mal_Mlym,114677,1798617,117438,114677,2200120,138022,3998737
dan_Latn-ltz_Latn,249632,2009502,200822,249632,1988695,211370,3998197
bel_Cyrl-fin_Latn,170432,2628103,131642,170432,1364104,120645,3992207
fij_Latn-war_Latn,183377,2137337,92803,183377,1844943,90383,3982280
ewe_Latn-som_Latn,174249,1917507,93703,174249,2053736,115840,3971243
eng_Latn-ssw_Latn,260205,2291821,478760,260205,1659753,165199,3951574
deu_Latn-mri_Latn,99585,1682621,93239,99585,2250042,66612,3932663
hau_Latn-luo_Latn,163053,2093803,106004,163053,1785954,97196,3879757
amh_Ethi-nep_Deva,130863,1777631,97667,130863,2083876,64858,3861507
ful_Latn-zul_Latn,197497,2133283,160329,197497,1722292,162696,3855575
bam_Latn-eng_Latn,180914,2109423,150500,180914,1729629,360834,3839052
ara_Arab-hau_Latn,126532,1884431,99175,126532,1940060,100163,3824491
ewe_Latn-tir_Ethi,153105,2215325,105814,153105,1579120,5304,3794445
nep_Deva-tha_Thai,209689,2041545,69381,209689,1749331,73878,3790876
nep_Deva-sun_Latn,90773,1872009,62035,90773,1860018,119500,3732027
ara_Arab-pus_Arab,162645,1695010,110556,162645,2028666,111450,3723676
bel_Cyrl-nor_Latn,178754,2117471,136111,178754,1595797,135214,3713268
bel_Cyrl-vie_Latn,168573,1928863,111254,168573,1734804,88995,3663667
eng_Latn-nds_Latn,249147,1823791,388900,249147,1819610,138449,3643401
awa_Deva-sin_Sinh,177406,2090919,43694,177406,1550983,166689,3641902
hin_Deva-san_Deva,322648,1858345,49467,322648,1770429,58211,3628774
hau_Latn-tir_Ethi,170377,2177602,120479,170377,1422821,10761,3600423
fon_Latn-nya_Latn,131145,2204307,90407,131145,1385589,91805,3589896
awa_Deva-pan_Guru,122742,2152254,10279,122742,1432957,36350,3585211
aze_Latn-tat_Cyrl,191898,1743243,136068,191898,1834472,138054,3577715
ace_Latn-ceb_Latn,144855,1756116,96043,144855,1796120,94952,3552236
aze_Latn-kaz_Cyrl,180729,1795606,142060,180729,1753022,140179,3548628
eng_Latn-kmb_Latn,196232,1672284,377905,196232,1856509,128857,3528793
deu_Latn-xho_Latn,159010,1967613,114669,159010,1558925,111570,3526538
aze_Latn-tam_Taml,122923,1659943,126987,122923,1862292,128117,3522235
ara_Arab-mri_Latn,96629,1370051,99317,96629,2151665,65773,3521716
cat_Latn-oci_Latn,191689,1773063,125614,191689,1744335,122448,3517398
hin_Deva-fil_Latn,136819,1767059,28029,136819,1741028,104685,3508087
hau_Latn-lin_Latn,172564,1860070,101682,172564,1622857,85991,3482927
afr_Latn-wol_Latn,237020,1630824,94770,237020,1805511,100092,3436335
ceb_Latn-vie_Latn,62225,1725717,54123,62225,1709265,56789,3434982
kaz_Cyrl-nep_Deva,148246,1597425,126713,148246,1818869,71933,3416294
hau_Latn-nso_Latn,181263,1701140,99987,181263,1707612,79768,3408752
ara_Arab-nob_Latn,183076,1563119,77851,183076,1834903,124855,3398022
ewe_Latn-lin_Latn,137139,1759090,85124,137139,1633307,87895,3392397
ara_Arab-kir_Cyrl,155759,1741640,116732,155759,1644323,119130,3385963
deu_Latn-yid_Hebr,144941,2340912,121941,144941,1034306,158527,3375218
awa_Deva-hin_Deva,204733,1971318,28223,204733,1401240,31415,3372558
hau_Latn-lug_Latn,182946,1903511,105104,182946,1458752,95744,3362263
mri_Latn-nep_Deva,75866,1931211,54107,75866,1414870,31333,3346081
asm_Beng-snd_Arab,191191,1509529,235480,191191,1833835,128375,3343364
ful_Latn-xho_Latn,167056,1853032,135326,167056,1484783,134741,3337815
eng_Latn-kek_Latn,60992,1533159,128056,60992,1787398,132710,3320557
deu_Latn-pus_Arab,135326,1479620,106252,135326,1840480,102280,3320100
bak_Cyrl-uzb_Latn,195675,1740034,153322,195675,1575417,146944,3315451
eng_Latn-min_Latn,302082,1786940,595714,302082,1512868,194820,3299808
deu_Latn-kir_Cyrl,136559,1682749,117822,136559,1583623,117483,3266372
deu_Latn-khm_Khmr,233039,1928310,158357,233039,1312424,96662,3240734
aze_Latn-tha_Thai,205835,1853382,150693,205835,1370234,100983,3223616
fon_Latn-zul_Latn,137770,2129510,93017,137770,1075542,88554,3205052
bho_Deva-ori_Orya,179348,1808535,42439,179348,1383270,15223,3191805
ewe_Latn-luo_Latn,117701,1667847,75213,117701,1513493,80328,3181340
amh_Ethi-lug_Latn,173692,1417672,21828,173692,1761874,110564,3179546
nep_Deva-som_Latn,83148,1533238,35247,83148,1595866,83869,3129104
awa_Deva-mar_Deva,182453,1827883,33185,182453,1295417,135772,3123300
fij_Latn-sun_Latn,145977,1893819,101236,145977,1222342,101823,3116161
zho_Hani-eus_Latn,458727,527217,566056,458727,2585361,421768,3112578
ara_Arab-yor_Latn,86108,1412658,95744,86108,1693513,95944,3106171
hat_Latn-nep_Deva,81219,1654137,94513,81219,1424428,54709,3078565
eng_Latn-pck_Latn,61493,1541743,128952,61493,1511856,57367,3053599
amh_Ethi-luo_Latn,137990,1254538,15302,137990,1797962,103411,3052500
dyu_Latn-hau_Latn,130397,1544654,72432,130397,1498592,79694,3043246
nep_Deva-xho_Latn,135796,1700317,37494,135796,1333334,94441,3033651
zho_Hani-sin_Sinh,385900,426935,466212,385900,2591588,321379,3018523
aze_Latn-heb_Hebr,168840,1488580,123206,168840,1528342,121265,3016922
fij_Latn-pag_Latn,134406,1666732,76357,134406,1345495,75820,3012227
bho_Deva-pan_Guru,148821,1655760,41207,148821,1352020,30793,3007780
amh_Ethi-lin_Latn,150344,1206234,16607,150344,1771014,102278,2977248
zho_Hani-afr_Latn,222351,289641,254861,222351,2666531,125706,2956172
ewe_Latn-lug_Latn,139011,1644290,75416,139011,1309157,80225,2953447
eng_Latn-plt_Latn,61145,1531531,128264,61145,1406216,57601,2937747
ban_Latn-ceb_Latn,105963,1469246,76625,105963,1456704,70655,2925950
cym_Latn-nld_Latn,178800,1452939,130684,178800,1472058,116571,2924997
ewe_Latn-ibo_Latn,117599,1346328,62585,117599,1566026,74274,2912354
fon_Latn-tso_Latn,97368,1562912,60765,97368,1339490,58742,2902402
fon_Latn-som_Latn,108277,1600192,68283,108277,1301211,73082,2901403
dyu_Latn-som_Latn,112843,1451961,66603,112843,1396537,75212,2848498
deu_Latn-sna_Latn,78315,1601431,89009,78315,1236389,88943,2837820
afr_Latn-kon_Latn,199757,1273284,71227,199757,1562542,74576,2835826
cym_Latn-nep_Deva,145551,1465922,88656,145551,1368677,52132,2834599
bho_Deva-sin_Sinh,169395,1568056,35971,169395,1246083,143014,2814139
ace_Latn-mlg_Latn,123583,1470943,82040,123583,1338003,77308,2808946
nep_Deva-tgk_Cyrl,133870,1388695,62584,133870,1418597,98640,2807292
ceb_Latn-tgl_Latn,70944,1418622,58157,70944,1371182,55827,2789804
ben_Beng-fil_Latn,128684,1231529,177365,128684,1544474,96134,2776003
afr_Latn-ful_Latn,168971,1346827,100530,168971,1415972,106998,2762799
aze_Latn-tel_Telu,106811,1372423,103441,106811,1389424,104192,2761847
fon_Latn-sna_Latn,119295,1755380,80588,119295,997606,79145,2752986
ceb_Latn-swe_Latn,86844,1471189,100381,86844,1273254,96469,2744443
deu_Latn-kan_Knda,100513,1558909,86024,100513,1163640,88171,2722549
ful_Latn-ibo_Latn,111373,1142286,80672,111373,1578706,91478,2720992
amh_Ethi-nso_Latn,141448,992061,20059,141448,1728831,91553,2720892
mon_Cyrl-nep_Deva,84885,1339200,91032,84885,1375132,51915,2714332
aze_Latn-sin_Sinh,99902,1278602,94845,99902,1434086,99350,2712688
ban_Latn-jav_Latn,110651,1432383,76286,110651,1270716,73633,2703099
nep_Deva-pus_Arab,84479,1206271,38633,84479,1482904,85418,2689175
nep_Deva-yor_Latn,59011,1206419,44746,59011,1466932,82613,2673351
ful_Latn-tir_Ethi,124021,1504789,104587,124021,1166666,8535,2671455
hne_Deva-tel_Telu,146732,1582153,14270,146732,1084093,129490,2666246
zho_Hani-yid_Hebr,410355,425993,667926,410355,2234583,356867,2660576
ara_Arab-zul_Latn,100070,1317517,87654,100070,1336050,91924,2653567
mya_Mymr-nep_Deva,111114,967325,57799,111114,1663452,54918,2630777
aze_Latn-mar_Deva,100887,1269125,95736,100887,1360018,95572,2629143
ban_Latn-mlg_Latn,98113,1401657,70600,98113,1222133,64471,2623790
deu_Latn-guj_Gujr,132328,1286236,83637,132328,1330810,91183,2617046
ace_Latn-jav_Latn,124543,1373883,84617,124543,1241995,85005,2615878
ara_Arab-ibo_Latn,78910,1224680,79374,78910,1377411,79282,2602091
fon_Latn-hau_Latn,103594,1416934,61589,103594,1180192,62396,2597126
fon_Latn-sot_Latn,97368,1374699,58690,97368,1208003,57252,2582702
aze_Latn-hau_Latn,72411,1168063,73720,72411,1401349,72696,2569412
ara_Arab-guj_Gujr,112925,1245548,85758,112925,1315365,92967,2560913
fon_Latn-kin_Latn,105300,1575857,71188,105300,956424,68279,2532281
hne_Deva-nep_Deva,158905,1334142,29619,158905,1165338,27399,2499480
ben_Beng-hne_Deva,153143,1131359,181398,153143,1366853,16580,2498212
bam_Latn-swa_Latn,146168,1468171,90745,146168,1018074,86309,2486245
ara_Arab-sna_Latn,77000,1262638,95333,77000,1195178,85592,2457816
hau_Latn-kon_Latn,135579,1221730,64593,135579,1232196,57582,2453926
amh_Ethi-aze_Latn,82510,1238783,72550,82510,1206944,88611,2445727
ara_Arab-lat_Latn,155301,1188380,105296,155301,1256764,79259,2445144
dyu_Latn-yor_Latn,102264,1209735,59450,102264,1222928,64375,2432663
nep_Deva-sna_Latn,64413,1356241,29074,64413,1063652,76259,2419893
aze_Latn-hat_Latn,73369,1070959,76062,73369,1348321,76852,2419280
aze_Latn-nep_Deva,84119,1136240,85461,84119,1266937,48818,2403177
hne_Deva-tam_Taml,143800,1443134,21260,143800,959918,107675,2403052
asm_Beng-mai_Deva,157333,1081000,191510,157333,1310167,24044,2391167
ful_Latn-sna_Latn,122866,1279868,99377,122866,1108116,101537,2387984
fon_Latn-tsn_Latn,100092,1251066,57434,100092,1129876,50345,2380942
dyu_Latn-zul_Latn,124546,1512101,76783,124546,864214,73707,2376315
ara_Arab-kan_Knda,104751,1244621,88847,104751,1131401,84757,2376022
afr_Latn-bam_Latn,121669,1006668,67527,121669,1363367,82888,2370035
ceb_Latn-hin_Deva,66873,1175559,56714,66873,1169810,4873,2345369
dyu_Latn-sna_Latn,111240,1449750,71962,111240,893563,69448,2343313
awa_Deva-ori_Orya,124858,1375267,20416,124858,964229,13766,2339496
afr_Latn-dyu_Latn,130797,1041783,69311,130797,1295883,72672,2337666
bel_Cyrl-hrv_Latn,136404,1260098,104104,136404,1070548,107622,2330646
dyu_Latn-nya_Latn,100915,1352092,67735,100915,976727,67452,2328819
ara_Arab-pan_Guru,125803,1129812,76192,125803,1182876,68600,2312688
ful_Latn-sot_Latn,100571,981264,77622,100571,1322768,79732,2304032
awa_Deva-snd_Arab,100404,1277621,22093,100404,1025761,62153,2303382
deu_Latn-pan_Guru,136989,1110126,81114,136989,1192719,66281,2302845
ewe_Latn-nso_Latn,111438,1081879,57802,111438,1210012,60165,2291891
aka_Latn-swa_Latn,165297,1379485,81452,165297,910489,68551,2289974
zho_Hani-glg_Latn,216969,310083,302828,216969,1974891,153862,2284974
ewe_Latn-kon_Latn,104606,1102742,49608,104606,1180058,52100,2282800
aka_Latn-eng_Latn,133151,1272575,105674,133151,1000690,269536,2273265
hne_Deva-urd_Arab,97694,1027830,11094,97694,1227841,23329,2255671
eng_Latn-ltg_Latn,132115,1267251,262077,132115,987481,104774,2254732
asm_Beng-san_Deva,146417,1268365,177255,146417,979582,11325,2247947
deu_Latn-nya_Latn,71477,1155433,76663,71477,1077300,75831,2232733
ace_Latn-war_Latn,116222,1101942,66137,116222,1130525,64794,2232467
zho_Hani-bel_Cyrl,199838,291206,245092,199838,1902721,126601,2193927
bak_Cyrl-uig_Arab,109865,1109034,88793,109865,1082419,82318,2191453
